timestamp,open,high,low,close,volume
2025-04-16,316.4,323.74,316.4,320.09,1337035.0
2025-04-17,320.09,321.09,319.44,320.19,684339.0
2025-04-18,320.19,320.19,310.43,312.87,2261261.0
2025-04-21,312.87,328.25,312.87,324.25,733484.0
2025-04-22,324.25,335.32,324.25,334.81,2303960.0
2025-04-23,334.81,343.07,334.81,339.22,1207544.0
2025-04-24,339.22,341.03,337.28,340.08,930685.0
2025-04-25,340.08,346.07,340.08,342.34,1584259.0
2025-04-28,342.34,345.25,342.34,343.83,1538820.0
2025-04-29,343.83,343.83,335.84,337.44,1433157.0
2025-04-30,337.44,337.44,330.78,333.24,1441409.0
2025-05-01,333.24,336.78,333.24,336.41,1453608.0
2025-05-02,336.41,342.02,336.41,341.65,1768954.0
2025-05-05,341.65,342.71,339.03,340.95,1203705.0
2025-05-06,340.95,340.95,334.25,334.34,2128040.0
2025-05-07,334.34,349.73,334.34,349.68,1347419.0
2025-05-08,349.68,352.38,348.74,349.26,1614779.0
2025-05-09,349.26,349.26,344.58,346.16,2214673.0
2025-05-12,346.16,346.87,344.38,345.16,1881737.0
2025-05-13,345.16,345.16,339.04,340.53,1799647.0
2025-05-14,340.53,351.32,340.53,350.17,1182859.0
2025-05-15,350.17,350.17,345.78,347.5,1500839.0
2025-05-16,347.5,347.5,338.04,339.32,1130446.0
2025-05-19,339.32,339.32,330.76,335.02,1644305.0
2025-05-20,335.02,337.47,334.2,336.29,1744576.0
2025-05-21,336.29,336.29,330.93,332.31,893571.0
2025-05-22,332.31,332.31,330.06,330.2,1584451.0
2025-05-23,330.2,332.79,330.09,330.54,1374003.0
2025-05-26,330.54,330.54,321.61,322.64,2080324.0
2025-05-27,322.64,322.64,317.8,317.91,1464956.0
2025-05-28,317.91,321.34,316.5,318.07,1761282.0
2025-05-29,318.07,329.75,318.07,325.36,1485543.0
2025-05-30,325.36,329.31,322.14,325.52,1694307.0
2025-06-02,325.52,325.52,312.21,316.04,947293.0
2025-06-03,316.04,324.58,316.04,322.89,1034595.0
2025-06-04,322.89,329.1,322.89,326.94,1102758.0
2025-06-05,326.94,326.94,321.99,322.03,2069876.0
2025-06-06,322.03,325.25,321.82,322.91,1270886.0
2025-06-09,322.91,328.44,322.91,327.68,1847843.0
2025-06-10,327.68,327.68,323.97,324.32,2111273.0
2025-06-11,324.32,324.46,321.75,323.78,1774421.0
2025-06-12,323.78,323.78,316.42,320.07,1917275.0
2025-06-13,320.07,320.07,309.66,311.64,966212.0
2025-06-16,311.64,311.64,309.37,311.24,2037173.0
2025-06-17,311.24,324.45,311.24,320.66,1823293.0
2025-06-18,320.66,320.66,312.16,312.4,1776740.0
2025-06-19,312.4,312.4,309.65,311.1,2016945.0
2025-06-20,311.1,311.1,307.16,308.11,1542529.0
2025-06-23,308.11,308.11,305.3,307.17,1818565.0
2025-06-24,307.17,316.41,307.17,315.95,1835227.0
2025-06-25,315.95,322.49,315.95,321.9,1845603.0
2025-06-26,321.9,324.33,321.9,322.44,744634.0
2025-06-27,322.44,323.3,320.11,322.5,1560511.0
2025-06-30,322.5,328.59,322.5,328.59,935448.0
2025-07-01,328.59,328.59,321.09,322.31,1416954.0
2025-07-02,322.31,326.23,322.31,326.08,1924077.0
2025-07-03,326.08,326.08,320.94,321.97,851475.0
2025-07-04,321.97,328.75,321.97,326.42,1302723.0
2025-07-07,326.42,338.33,326.42,333.64,1557314.0
2025-07-08,333.64,333.64,328.01,329.93,1395537.0
2025-07-09,329.93,330.22,328.44,329.46,976720.0
2025-07-10,329.46,340.74,329.46,338.65,1062266.0
2025-07-11,338.65,357.03,338.65,352.84,1138312.0
2025-07-14,352.84,352.84,344.93,346.83,1486316.0
2025-07-15,346.83,357.69,346.83,354.49,2126683.0
2025-07-16,354.49,354.49,345.24,345.83,1087543.0
2025-07-17,345.83,349.43,343.63,344.11,2221143.0
2025-07-18,344.11,344.11,333.52,336.52,1755295.0
2025-07-21,336.52,339.01,334.69,335.11,1351128.0
2025-07-22,335.11,339.93,335.11,338.9,1620779.0
2025-07-23,338.9,338.9,337.05,337.81,1295872.0
2025-07-24,337.81,344.32,337.81,340.76,2194970.0
2025-07-25,340.76,340.77,334.27,339.21,1562009.0
2025-07-28,339.21,350.32,339.21,348.61,1548328.0
2025-07-29,348.61,348.61,341.38,345.05,1540916.0
2025-07-30,345.05,350.05,345.05,349.23,1180593.0
2025-07-31,349.23,349.23,340.32,342.44,1418690.0
2025-08-01,342.44,344.23,341.91,342.39,1195872.0
2025-08-04,342.39,343.5,342.09,342.46,1688860.0
2025-08-05,342.46,342.46,330.7,331.25,1756465.0
2025-08-06,331.25,331.25,318.44,320.76,1428556.0
2025-08-07,320.76,321.11,319.77,320.25,1769855.0
2025-08-08,320.25,321.1,319.3,320.81,1431825.0
2025-08-11,320.81,329.35,320.81,328.94,1303399.0
2025-08-12,328.94,335.93,328.94,334.22,1125211.0
2025-08-13,334.22,334.22,326.99,327.25,1619023.0
2025-08-14,327.25,335.13,327.25,334.3,1136073.0
2025-08-15,334.3,344.12,334.3,342.82,1575151.0
2025-08-18,342.82,342.82,336.52,337.54,1492326.0
2025-08-19,337.54,341.24,337.54,338.48,1223229.0
2025-08-20,338.48,338.48,327.55,331.24,1779428.0
2025-08-21,331.24,337.09,331.24,336.99,1121852.0
2025-08-22,336.99,340.96,335.71,336.07,1765773.0
2025-08-25,336.07,336.07,333.71,334.07,1640258.0
2025-08-26,334.07,341.52,334.07,341.48,1315494.0
2025-08-27,341.48,346.03,341.48,342.83,1078989.0
2025-08-28,342.83,342.83,336.3,336.97,955470.0
2025-08-29,336.97,336.97,326.55,328.75,1727366.0
2025-09-01,328.75,328.75,319.89,320.23,1363531.0
2025-09-02,320.23,324.53,320.23,323.1,980896.0
2025-09-03,323.1,323.36,321.26,322.39,925016.0
2025-09-04,322.39,330.42,322.39,329.6,1506385.0
2025-09-05,329.6,337.02,329.6,336.49,1772853.0
2025-09-08,336.49,353.96,336.49,351.04,1051088.0
2025-09-09,351.04,380.2,351.04,377.49,1220044.0
2025-09-10,377.49,390.87,377.49,389.88,1607035.0
2025-09-11,389.88,395.02,389.88,394.27,1209987.0
2025-09-12,394.27,394.27,389.72,390.94,1794088.0
2025-09-15,390.94,390.94,381.93,383.63,2039556.0
2025-09-16,383.63,384.67,378.23,379.35,1034230.0
2025-09-17,379.35,379.35,370.49,373.13,2449831.0
2025-09-18,373.13,373.13,362.64,365.85,1456320.0
2025-09-19,365.85,365.85,357.89,358.67,1850301.0
2025-09-22,358.67,362.2,358.67,359.19,1230657.0
2025-09-23,359.19,359.19,340.66,343.61,1734742.0
2025-09-24,343.61,361.06,343.61,357.07,1313042.0
2025-09-25,357.07,364.4,357.07,362.1,1442946.0
2025-09-26,362.1,378.43,362.1,378.19,1547966.0
2025-09-29,378.19,385.03,378.19,382.69,1033456.0
2025-09-30,382.69,384.96,378.98,380.67,1462983.0
2025-10-01,380.67,380.67,371.33,373.68,1275325.0
2025-10-02,373.68,387.81,373.68,384.64,2197106.0
2025-10-03,384.64,384.64,365.2,369.31,1463968.0
2025-10-06,369.31,369.96,361.17,368.14,732876.0
2025-10-07,368.14,368.14,362.13,364.08,1411653.0
2025-10-08,364.08,364.08,353.75,355.56,1597609.0
2025-10-09,355.56,362.89,355.56,359.8,1372803.0
2025-10-10,359.8,360.89,359.8,360.25,875129.0
2025-10-13,360.25,365.03,360.25,363.04,864750.0
2025-10-14,363.04,371.89,363.04,371.57,1608921.0
2025-10-15,371.57,371.57,357.39,359.03,1193727.0
2025-10-16,359.03,359.03,350.93,351.31,1095253.0
2025-10-17,351.31,351.31,343.69,349.12,1701065.0
2025-10-20,349.12,349.12,341.19,343.56,868161.0
2025-10-21,343.56,355.17,343.56,351.82,1738935.0
2025-10-22,351.82,353.08,349.21,349.61,1422271.0
2025-10-23,349.61,359.96,349.61,358.69,841642.0
2025-10-24,358.69,360.94,356.16,358.64,1828735.0
2025-10-27,358.64,365.86,358.64,364.16,688128.0
2025-10-28,364.16,377.87,364.16,376.72,1873406.0
2025-10-29,376.72,384.73,376.72,382.49,1214466.0
2025-10-30,382.49,384.92,381.89,384.1,1096546.0
2025-10-31,384.1,390.29,383.59,385.19,1848225.0
2025-11-03,385.19,386.93,380.99,385.16,1542657.0
2025-11-04,385.16,396.78,385.16,394.7,1861687.0
2025-11-05,394.7,394.7,387.31,388.89,1177904.0
2025-11-06,388.89,393.5,388.27,388.99,1874314.0
2025-11-07,388.99,388.99,380.71,383.42,1271557.0
2025-11-10,383.42,390.03,383.42,389.94,1419033.0
2025-11-11,389.94,391.49,387.0,388.51,892094.0
2025-11-12,388.51,399.73,388.51,398.74,1517812.0
2025-11-13,398.74,399.78,393.91,395.64,1267693.0
2025-11-14,395.64,395.64,386.92,388.55,925630.0
2025-11-17,388.55,388.55,377.24,380.66,876130.0
2025-11-18,380.66,380.66,374.03,376.8,1691308.0
2025-11-19,376.8,377.53,375.51,376.55,2137152.0
2025-11-20,376.55,379.55,372.6,378.47,1238506.0
2025-11-21,378.47,378.47,361.34,362.15,1230281.0
2025-11-24,362.15,368.26,362.15,366.02,878556.0
2025-11-25,366.02,366.02,363.04,364.21,1449095.0
2025-11-26,364.21,379.39,364.21,378.45,396197.0
2025-11-27,378.45,392.82,378.45,391.95,2028362.0
2025-11-28,391.95,402.02,391.95,401.76,1667590.0
2025-12-01,401.76,401.76,394.4,396.88,646963.0
2025-12-02,396.88,402.61,396.56,401.51,1630070.0
2025-12-03,401.51,401.51,384.95,385.1,1642225.0
2025-12-04,385.1,397.38,385.1,392.77,1887944.0
2025-12-05,392.77,409.54,392.77,405.01,1939042.0
2025-12-08,405.01,422.01,405.01,419.0,1831119.0
2025-12-09,419.0,419.0,410.07,412.51,1361173.0
2025-12-10,412.51,413.83,411.43,412.4,1593100.0
2025-12-11,412.4,412.4,403.5,404.09,1469058.0
2025-12-12,404.09,404.09,393.73,398.2,1259503.0
2025-12-15,398.2,410.33,398.2,408.16,1195522.0
2025-12-16,408.16,408.16,402.63,403.09,1689759.0
2025-12-17,403.09,410.54,403.09,408.34,1010844.0
2025-12-18,408.34,408.34,406.65,407.07,1209077.0
2025-12-19,407.07,416.85,407.07,414.57,1784523.0
2025-12-22,414.57,417.91,414.57,416.23,1239274.0
2025-12-23,416.23,431.5,416.23,427.09,1514090.0
2025-12-24,427.09,431.07,427.09,429.99,1747716.0
2025-12-25,429.99,429.99,424.55,429.08,1565886.0
2025-12-26,429.08,432.06,429.08,429.78,1616649.0
2025-12-29,429.78,432.51,429.28,429.36,1045246.0
2025-12-30,429.36,434.36,428.93,431.3,1799694.0
2025-12-31,431.3,434.11,431.3,433.85,714001.0
2026-01-01,433.85,433.85,423.58,424.46,1468242.0
2026-01-02,424.46,424.46,414.93,416.06,1072561.0
2026-01-05,416.06,419.45,415.92,418.93,1766213.0
2026-01-06,418.93,426.03,418.93,425.21,1125749.0
2026-01-07,425.21,425.21,410.15,412.82,1416067.0
2026-01-08,412.82,412.82,408.53,409.97,752662.0
2026-01-09,409.97,409.97,401.6,401.91,1226320.0
2026-01-12,401.91,401.91,395.12,396.51,1872838.0
2026-01-13,396.51,396.51,390.43,393.56,1762749.0
2026-01-14,393.56,393.56,389.72,390.49,1430623.0
2026-01-15,390.49,393.21,389.14,392.31,1873716.0
2026-01-16,392.31,399.02,392.31,396.21,1234455.0
2026-01-19,396.21,396.21,392.27,394.39,1970830.0
2026-01-20,394.39,399.3,393.41,394.53,465926.0
2026-01-21,394.53,394.53,387.3,388.72,1369899.0
2026-01-22,388.72,388.72,382.3,385.77,1985961.0
2026-01-23,385.77,385.77,373.41,377.08,1174155.0
2026-01-26,377.08,393.92,377.08,388.7,998602.0
2026-01-27,388.7,388.7,383.74,387.69,1175759.0
2026-01-28,387.69,388.73,386.69,387.27,1171173.0
2026-01-29,387.27,387.27,384.88,386.93,1122779.0
2026-01-30,386.93,386.93,383.19,383.57,1425888.0
2026-02-02,383.57,385.16,381.72,383.56,1676292.0
2026-02-03,383.56,383.56,374.78,375.27,989384.0
2026-02-04,375.27,377.89,375.27,377.51,1963540.0
2026-02-05,377.51,377.51,373.49,374.85,1107565.0
2026-02-06,374.85,374.85,369.34,369.37,1303457.0
2026-02-09,369.37,369.37,362.93,364.03,1083937.0
2026-02-10,364.03,364.03,360.7,363.03,1830871.0
2026-02-11,363.03,369.37,363.03,369.28,1710923.0
2026-02-12,369.28,371.14,365.5,369.17,1532197.0
2026-02-13,369.17,374.48,369.17,372.53,1048678.0
2026-02-16,372.53,382.96,372.53,379.39,1848173.0
2026-02-17,379.39,381.04,376.92,380.93,1121510.0
2026-02-18,380.93,380.93,371.62,372.2,1097412.0
2026-02-19,372.2,373.76,371.64,373.46,2141221.0
2026-02-20,373.46,373.46,362.35,363.17,1417007.0
2026-02-23,363.17,367.68,363.17,366.32,1241783.0
2026-02-24,366.32,366.32,360.38,361.42,1804572.0
2026-02-25,361.42,368.06,361.42,365.78,1813741.0
2026-02-26,365.78,372.67,365.78,371.52,767949.0
2026-02-27,371.52,375.31,371.52,373.8,1710994.0
2026-03-02,373.8,373.8,363.04,363.8,1292960.0
2026-03-03,363.8,367.66,363.8,365.13,824606.0
2026-03-04,365.13,365.13,346.76,349.5,1276033.0
2026-03-05,349.5,349.5,338.88,339.7,1335949.0
2026-03-06,339.7,347.41,339.7,346.47,1803073.0
2026-03-09,346.47,355.19,346.47,354.32,1907441.0
2026-03-10,354.32,368.41,354.32,366.95,1870640.0
2026-03-11,366.95,375.74,366.95,373.29,1480207.0
2026-03-12,373.29,373.29,359.06,360.94,1233938.0
2026-03-13,360.94,367.86,360.94,364.9,1909376.0
2026-03-16,364.9,367.17,362.78,366.53,2018721.0
2026-03-17,366.53,366.53,358.88,360.21,1492964.0
2026-03-18,360.21,362.75,357.99,360.43,1680744.0
2026-03-19,360.43,366.09,360.43,364.32,1901365.0
2026-03-20,364.32,364.32,358.48,359.24,939967.0
2026-03-23,359.24,362.67,359.24,362.28,1205499.0
2026-03-24,362.28,363.77,356.99,360.65,1048688.0
2026-03-25,360.65,360.65,354.74,355.99,1788098.0
2026-03-26,355.99,367.58,355.99,366.89,1837707.0
2026-03-27,366.89,373.58,366.89,372.84,1995660.0
2026-03-30,372.84,380.36,372.84,377.25,923609.0
2026-03-31,377.25,377.25,372.29,373.72,1166676.0
2026-04-01,373.72,373.72,368.6,369.25,1751493.0
2026-04-02,369.25,378.27,369.25,377.43,1715261.0
2026-04-03,377.43,392.53,377.43,390.42,1907586.0
2026-04-06,390.42,403.07,390.42,398.8,1585170.0
2026-04-07,398.8,400.61,398.33,399.35,1666472.0
2026-04-08,399.35,409.83,399.35,406.18,1275725.0
2026-04-09,406.18,406.18,397.79,398.58,1236385.0
2026-04-10,398.58,398.58,392.54,392.56,1063344.0
2026-04-13,392.56,392.56,385.14,386.08,1080114.0
2026-04-14,386.08,391.89,383.58,389.96,1123599.0
2026-04-15,389.96,389.96,381.84,383.92,1831052.0
2026-04-16,383.92,398.79,383.92,397.87,1292896.0
2026-04-17,397.87,401.4,395.85,397.98,1138310.0
2026-04-20,397.98,413.27,397.98,410.41,1236313.0
2026-04-21,410.41,413.03,409.92,411.07,1373412.0
2026-04-22,411.07,411.07,392.37,392.82,1931393.0
2026-04-23,392.82,392.82,389.25,391.87,1655119.0
2026-04-24,391.87,401.85,391.87,394.24,1567674.0
2026-04-27,394.24,410.0,394.24,408.03,927174.0
2026-04-28,408.03,414.06,408.03,412.51,958576.0
2026-04-29,412.51,423.96,412.51,420.93,1513027.0
2026-04-30,420.93,427.69,420.93,426.75,1065566.0
2026-05-01,426.75,428.48,423.77,425.38,1712087.0
2026-05-04,425.38,425.43,420.71,424.67,1843170.0
2026-05-05,424.67,424.67,418.01,420.83,1197400.0
2026-05-06,420.83,431.35,420.83,431.03,1722418.0
2026-05-07,431.03,431.03,420.26,420.41,1914511.0
2026-05-08,420.41,420.41,417.79,418.72,1476253.0
2026-05-11,418.72,418.72,405.9,409.01,1462759.0
2026-05-12,409.01,409.01,397.54,402.01,651893.0
2026-05-13,402.01,402.54,401.57,402.1,1142887.0
2026-05-14,402.1,404.37,400.48,401.01,853872.0
2026-05-15,401.01,401.01,395.72,399.93,1290999.0
2026-05-18,399.93,410.13,399.93,406.36,1635967.0
2026-05-19,406.36,406.36,392.64,396.43,1767273.0
2026-05-20,396.43,396.43,388.67,390.18,1572517.0
2026-05-21,390.18,409.31,390.18,407.83,1383920.0
2026-05-22,407.83,407.83,401.91,401.94,1239543.0
2026-05-25,401.94,401.94,391.93,393.34,1231704.0
2026-05-26,393.34,400.42,393.34,398.81,1077875.0
2026-05-27,398.81,406.63,398.81,405.15,1423020.0
2026-05-28,405.15,405.15,382.72,386.86,1413140.0
2026-05-29,386.86,387.46,383.08,386.53,1053708.0
2026-06-01,386.53,386.53,377.18,380.11,1783634.0
2026-06-02,380.11,380.11,373.55,376.64,1774009.0
2026-06-03,376.64,376.64,373.99,375.43,1228170.0
2026-06-04,375.43,381.58,375.43,381.56,1378296.0
2026-06-05,381.56,392.88,381.56,391.36,2044249.0
2026-06-08,391.36,391.36,381.22,383.18,1927581.0
2026-06-09,383.18,384.29,380.05,383.69,1784747.0
2026-06-10,383.69,383.69,375.95,378.77,1276413.0
2026-06-11,378.77,378.77,368.3,370.92,1988931.0
2026-06-12,370.92,370.92,360.36,362.89,1846243.0
2026-06-15,362.89,364.08,362.78,363.01,1031589.0
2026-06-16,363.01,363.01,355.92,356.05,1809761.0
2026-06-17,356.05,356.05,332.64,333.63,2369143.0
2026-06-18,333.63,333.63,329.02,330.32,1149682.0
2026-06-19,330.32,337.49,330.32,336.19,1817283.0
2026-06-22,336.19,341.1,336.19,339.62,1619965.0
2026-06-23,339.62,339.62,324.08,325.91,992728.0
2026-06-24,325.91,335.61,325.91,334.35,1040934.0
2026-06-25,334.35,338.62,334.35,337.69,2041628.0
2026-06-26,337.69,346.69,337.69,346.25,2029506.0
2026-06-29,346.25,346.25,335.84,337.33,1677423.0
2026-06-30,337.33,348.18,337.33,348.18,1389897.0
2026-07-01,348.18,350.23,346.53,349.49,1400955.0
2026-07-02,349.49,349.49,337.22,339.56,2179957.0
2026-07-03,339.56,344.37,339.29,341.5,2447699.0
2026-07-06,341.5,341.5,326.96,327.91,1570272.0
2026-07-07,327.91,331.24,327.91,330.26,2064396.0
2026-07-08,330.26,330.26,318.5,321.45,1025546.0
2026-07-09,321.45,324.25,320.56,321.51,1435037.0
2026-07-10,321.51,321.51,317.85,319.02,1496070.0
